customer_id,email,signup_date,country,pricing_plan,acquisition_channel,status
usr_93fbc3f8,usr_93fbc3f8@example.com,2024-03-30,ES,Trial_Pro,Email,active
usr_cbdc8225,usr_cbdc8225@example.com,2024-10-26,US,Trial_Pro,Social,active
usr_131181d3,usr_131181d3@example.com,2024-11-16,FR,Free,Direct,active
usr_471fdcb2,usr_471fdcb2@example.com,2024-05-28,ES,Free,Referral,cancelled
usr_5b453162,usr_5b453162@example.com,2024-07-20,ES,Free,Direct,cancelled
usr_b4c7b2ee,usr_b4c7b2ee@example.com,2024-02-15,DE,Trial_Pro,Referral,cancelled
usr_ca22562f,usr_ca22562f@example.com,2024-04-19,US,Trial_Basic,Email,active
usr_93b06663,usr_93b06663@example.com,2024-02-04,FR,Trial_Basic,Referral,active
usr_680f5b74,usr_680f5b74@example.com,2024-12-05,ES,Trial_Pro,Organic,active
usr_1dd7f474,usr_1dd7f474@example.com,2024-07-04,UK,Trial_Basic,Referral,active
usr_ea3f6286,usr_ea3f6286@example.com,2024-06-05,US,Trial_Basic,Organic,cancelled
usr_1ec23281,usr_1ec23281@example.com,2024-10-20,US,Trial_Pro,Paid_Search,cancelled
usr_c4f673ba,usr_c4f673ba@example.com,2024-09-09,DE,Trial_Pro,Organic,active
usr_5a277182,usr_5a277182@example.com,2024-07-03,ES,Free,Direct,cancelled
usr_c664c761,usr_c664c761@example.com,2024-09-18,IN,Trial_Pro,Social,active
usr_2030f8f1,usr_2030f8f1@example.com,2024-06-16,DE,Trial_Basic,Email,active
usr_65e69172,usr_65e69172@example.com,2024-02-09,DE,Trial_Pro,Organic,cancelled
usr_c56f448c,usr_c56f448c@example.com,2024-10-05,FR,Trial_Pro,Social,active
usr_4ce708ab,usr_4ce708ab@example.com,2024-02-14,US,Trial_Basic,Paid_Search,active
usr_3f76ebb1,usr_3f76ebb1@example.com,2024-06-01,IN,Free,Email,active
usr_e706b8cd,usr_e706b8cd@example.com,2024-06-10,DE,Trial_Basic,Organic,active
usr_c2fe55ae,usr_c2fe55ae@example.com,2024-06-30,IN,Trial_Basic,Social,active
usr_5cfdec95,usr_5cfdec95@example.com,2024-04-19,ES,Trial_Pro,Organic,cancelled
usr_e052cb63,usr_e052cb63@example.com,2024-04-02,FR,Trial_Basic,Direct,active
usr_0f284802,usr_0f284802@example.com,2024-02-10,FR,Trial_Pro,Direct,active
usr_4cc0bee7,usr_4cc0bee7@example.com,2024-10-26,UK,Trial_Basic,Referral,cancelled
usr_be5c5b70,usr_be5c5b70@example.com,2024-03-22,DE,Trial_Basic,Email,active
usr_df656a21,usr_df656a21@example.com,2024-11-03,DE,Trial_Pro,Paid_Search,cancelled
usr_ca2d8084,usr_ca2d8084@example.com,2024-11-18,US,Free,Direct,active
usr_841b62cd,usr_841b62cd@example.com,2024-05-11,ES,Free,Paid_Search,cancelled
usr_a8616a9e,usr_a8616a9e@example.com,2024-12-24,IN,Free,Paid_Search,cancelled
usr_e80bae1b,usr_e80bae1b@example.com,2024-12-11,FR,Trial_Pro,Paid_Search,cancelled
usr_9a7217e2,usr_9a7217e2@example.com,2024-04-10,IN,Trial_Pro,Referral,cancelled
usr_cb563041,usr_cb563041@example.com,2024-12-20,DE,Trial_Basic,Direct,active
usr_099bf747,usr_099bf747@example.com,2024-02-08,ES,Trial_Basic,Organic,cancelled
usr_93cf4abe,usr_93cf4abe@example.com,2024-10-09,US,Free,Direct,cancelled
usr_6f325de2,usr_6f325de2@example.com,2024-12-19,US,Trial_Basic,Paid_Search,cancelled
usr_2de1f28c,usr_2de1f28c@example.com,2024-04-16,US,Free,Paid_Search,active
usr_00e22e91,usr_00e22e91@example.com,2024-12-07,ES,Free,Referral,cancelled
usr_73dfc800,usr_73dfc800@example.com,2024-07-27,US,Trial_Pro,Organic,cancelled
usr_e12daaee,usr_e12daaee@example.com,2024-01-07,UK,Trial_Basic,Referral,cancelled
usr_11e22f96,usr_11e22f96@example.com,2024-12-12,ES,Trial_Pro,Paid_Search,cancelled
usr_d060f44b,usr_d060f44b@example.com,2024-08-29,UK,Free,Email,active
usr_02d06dc3,usr_02d06dc3@example.com,2024-03-15,IN,Free,Organic,active
usr_cd8a8935,usr_cd8a8935@example.com,2024-01-09,ES,Trial_Basic,Organic,active
usr_ae7d9308,usr_ae7d9308@example.com,2024-10-12,FR,Trial_Basic,Paid_Search,active
usr_5e04f0cc,usr_5e04f0cc@example.com,2024-09-28,ES,Trial_Basic,Email,cancelled
usr_3e2ee267,usr_3e2ee267@example.com,2024-04-17,ES,Trial_Basic,Email,cancelled
usr_7eea4295,usr_7eea4295@example.com,2024-03-21,UK,Free,Direct,active
usr_48ba3ea0,usr_48ba3ea0@example.com,2024-04-13,IN,Trial_Pro,Referral,cancelled
usr_6c4de9b4,usr_6c4de9b4@example.com,2024-01-06,ES,Trial_Pro,Paid_Search,cancelled
usr_9a5fc19b,usr_9a5fc19b@example.com,2024-08-27,FR,Trial_Basic,Referral,active
usr_b4489972,usr_b4489972@example.com,2024-04-29,FR,Free,Direct,cancelled
usr_c136fbe6,usr_c136fbe6@example.com,2024-01-17,FR,Trial_Basic,Direct,active
usr_77dfb68a,usr_77dfb68a@example.com,2024-05-16,ES,Trial_Basic,Direct,active
usr_d043f388,usr_d043f388@example.com,2024-11-14,ES,Free,Email,cancelled
usr_d00241dc,usr_d00241dc@example.com,2024-11-07,US,Trial_Pro,Organic,cancelled
usr_1a71e133,usr_1a71e133@example.com,2024-05-01,DE,Trial_Pro,Organic,active
usr_e92f4811,usr_e92f4811@example.com,2024-07-19,IN,Trial_Pro,Email,active
usr_24cc5124,usr_24cc5124@example.com,2024-10-06,US,Trial_Basic,Paid_Search,active
usr_0f2fcafd,usr_0f2fcafd@example.com,2024-11-06,FR,Trial_Basic,Referral,cancelled
usr_f0cf9d64,usr_f0cf9d64@example.com,2024-03-09,US,Trial_Basic,Paid_Search,cancelled
usr_0b681fc5,usr_0b681fc5@example.com,2024-12-27,US,Trial_Pro,Referral,cancelled
usr_135d3dd1,usr_135d3dd1@example.com,2024-04-23,IN,Free,Referral,cancelled
usr_798de350,usr_798de350@example.com,2024-05-20,IN,Trial_Pro,Direct,cancelled
usr_d9036cb1,usr_d9036cb1@example.com,2024-05-14,IN,Trial_Pro,Organic,cancelled
usr_3e993721,usr_3e993721@example.com,2024-12-29,IN,Trial_Basic,Organic,active
usr_c0aebe25,usr_c0aebe25@example.com,2024-09-14,DE,Trial_Basic,Referral,active
usr_c8842f1f,usr_c8842f1f@example.com,2024-03-15,FR,Trial_Pro,Paid_Search,active
usr_12787e4f,usr_12787e4f@example.com,2024-04-20,US,Free,Email,active
usr_45c4d247,usr_45c4d247@example.com,2024-07-09,US,Trial_Basic,Paid_Search,cancelled
usr_5ef09002,usr_5ef09002@example.com,2024-02-22,DE,Trial_Basic,Organic,active
usr_eb46bbee,usr_eb46bbee@example.com,2024-03-08,US,Trial_Basic,Organic,cancelled
usr_5fc633c1,usr_5fc633c1@example.com,2024-02-07,US,Trial_Pro,Organic,cancelled
usr_64308327,usr_64308327@example.com,2024-02-04,IN,Trial_Pro,Direct,active
usr_a2f9c062,usr_a2f9c062@example.com,2024-11-21,FR,Free,Referral,cancelled
usr_540dad1b,usr_540dad1b@example.com,2024-10-31,UK,Free,Email,active
usr_890f8127,usr_890f8127@example.com,2024-05-27,UK,Trial_Basic,Email,cancelled
usr_639f39ed,usr_639f39ed@example.com,2024-10-22,DE,Trial_Pro,Paid_Search,active
usr_9c01d40c,usr_9c01d40c@example.com,2024-11-16,ES,Trial_Basic,Paid_Search,cancelled
usr_0cbe4657,usr_0cbe4657@example.com,2024-09-13,ES,Free,Paid_Search,cancelled
usr_441bb917,usr_441bb917@example.com,2024-02-27,US,Trial_Pro,Email,active
usr_8dcd9b86,usr_8dcd9b86@example.com,2024-01-27,UK,Trial_Basic,Social,cancelled
usr_ac21e016,usr_ac21e016@example.com,2024-03-27,UK,Trial_Pro,Direct,cancelled
usr_49e50b3f,usr_49e50b3f@example.com,2024-12-13,ES,Trial_Pro,Referral,cancelled
usr_1e9e8928,usr_1e9e8928@example.com,2024-08-29,ES,Trial_Basic,Email,cancelled
usr_c285f1bd,usr_c285f1bd@example.com,2024-10-08,UK,Trial_Pro,Referral,active
usr_55b6aa44,usr_55b6aa44@example.com,2024-01-08,UK,Trial_Pro,Social,active
usr_cf98f2ba,usr_cf98f2ba@example.com,2024-07-27,FR,Trial_Basic,Organic,cancelled
usr_51e04bc2,usr_51e04bc2@example.com,2024-01-04,US,Free,Social,active
usr_2c04bd45,usr_2c04bd45@example.com,2024-08-20,FR,Trial_Pro,Email,active
usr_cde9fa08,usr_cde9fa08@example.com,2024-09-20,FR,Trial_Pro,Paid_Search,cancelled
usr_0b72a61e,usr_0b72a61e@example.com,2024-11-24,US,Trial_Basic,Paid_Search,cancelled
usr_944068d2,usr_944068d2@example.com,2024-11-22,DE,Trial_Pro,Email,cancelled
usr_d3e56cd1,usr_d3e56cd1@example.com,2024-11-10,FR,Trial_Pro,Social,active
usr_366b5fb4,usr_366b5fb4@example.com,2024-09-14,IN,Free,Email,cancelled
usr_ab8c013f,usr_ab8c013f@example.com,2024-11-18,IN,Trial_Basic,Social,active
usr_77f927fe,usr_77f927fe@example.com,2024-10-08,UK,Trial_Basic,Referral,active
usr_c2b2b4b3,usr_c2b2b4b3@example.com,2024-02-13,US,Trial_Pro,Email,active
usr_07c762c5,usr_07c762c5@example.com,2024-11-06,IN,Trial_Basic,Organic,cancelled
usr_93db8b30,usr_93db8b30@example.com,2024-04-12,FR,Trial_Pro,Organic,cancelled
usr_d6197eba,usr_d6197eba@example.com,2024-10-02,IN,Free,Direct,active
usr_065d21da,usr_065d21da@example.com,2024-07-16,ES,Free,Direct,active
usr_c99d0619,usr_c99d0619@example.com,2024-02-18,ES,Trial_Basic,Direct,cancelled
usr_fbb09c4b,usr_fbb09c4b@example.com,2024-06-17,DE,Free,Email,cancelled
usr_2ef2a5eb,usr_2ef2a5eb@example.com,2024-11-06,UK,Trial_Basic,Email,cancelled
usr_72880cd1,usr_72880cd1@example.com,2024-05-29,ES,Trial_Basic,Social,active
usr_dac1c508,usr_dac1c508@example.com,2024-09-09,UK,Free,Social,active
usr_3764a2b6,usr_3764a2b6@example.com,2024-03-09,DE,Trial_Basic,Direct,cancelled
usr_d521791c,usr_d521791c@example.com,2024-08-21,US,Trial_Pro,Paid_Search,active
usr_89c70caa,usr_89c70caa@example.com,2024-05-08,UK,Trial_Basic,Social,active
usr_e5d2cf0c,usr_e5d2cf0c@example.com,2024-07-01,UK,Free,Email,active
usr_3d8283c5,usr_3d8283c5@example.com,2024-09-09,FR,Trial_Basic,Social,active
usr_a6713348,usr_a6713348@example.com,2024-03-30,ES,Trial_Pro,Referral,active
usr_e94ed0ea,usr_e94ed0ea@example.com,2024-06-18,ES,Trial_Pro,Organic,active
usr_eae0911a,usr_eae0911a@example.com,2024-01-16,FR,Trial_Pro,Email,active
usr_e42a79a1,usr_e42a79a1@example.com,2024-04-12,US,Trial_Basic,Email,active
usr_da21827a,usr_da21827a@example.com,2024-05-04,US,Trial_Basic,Social,active
usr_d29faca3,usr_d29faca3@example.com,2024-12-19,ES,Trial_Pro,Email,active
usr_24c1a138,usr_24c1a138@example.com,2024-12-15,US,Trial_Basic,Direct,cancelled
usr_5ec0e0a1,usr_5ec0e0a1@example.com,2024-04-07,ES,Trial_Basic,Email,active
usr_375cf386,usr_375cf386@example.com,2024-08-15,ES,Trial_Basic,Email,active
usr_35100fd2,usr_35100fd2@example.com,2024-03-07,UK,Trial_Basic,Social,active
usr_7bb58a2c,usr_7bb58a2c@example.com,2024-09-27,UK,Trial_Basic,Referral,active
usr_3969f8c9,usr_3969f8c9@example.com,2024-02-19,US,Trial_Basic,Organic,active
usr_b61c31fc,usr_b61c31fc@example.com,2024-03-12,FR,Free,Organic,active
usr_e01d3f75,usr_e01d3f75@example.com,2024-07-01,FR,Trial_Basic,Referral,cancelled
usr_48ea1dab,usr_48ea1dab@example.com,2024-08-21,UK,Free,Email,active
usr_e6b5321e,usr_e6b5321e@example.com,2024-01-26,UK,Trial_Basic,Referral,cancelled
usr_2f8068df,usr_2f8068df@example.com,2024-12-15,UK,Free,Email,cancelled
usr_fccad13f,usr_fccad13f@example.com,2024-10-28,ES,Trial_Pro,Organic,active
usr_f1ae1a19,usr_f1ae1a19@example.com,2024-03-15,ES,Trial_Pro,Social,cancelled
usr_c9b693c4,usr_c9b693c4@example.com,2024-09-14,UK,Trial_Pro,Referral,cancelled
usr_31be02d1,usr_31be02d1@example.com,2024-03-21,IN,Trial_Basic,Referral,cancelled
usr_0f58cf5d,usr_0f58cf5d@example.com,2024-09-14,US,Trial_Pro,Organic,cancelled
usr_7e540b1e,usr_7e540b1e@example.com,2024-09-16,ES,Trial_Pro,Email,cancelled
usr_91b10dfb,usr_91b10dfb@example.com,2024-01-29,UK,Free,Organic,cancelled
usr_9a65f64f,usr_9a65f64f@example.com,2024-01-23,DE,Free,Referral,active
usr_d8cf5cf4,usr_d8cf5cf4@example.com,2024-04-20,FR,Trial_Pro,Direct,active
usr_703ee46a,usr_703ee46a@example.com,2024-01-10,DE,Free,Referral,cancelled
usr_b1c63c54,usr_b1c63c54@example.com,2024-03-14,IN,Trial_Pro,Organic,cancelled
usr_685f1ac9,usr_685f1ac9@example.com,2024-03-23,DE,Trial_Pro,Email,cancelled
usr_de2fe34b,usr_de2fe34b@example.com,2024-07-21,UK,Trial_Pro,Social,cancelled
usr_42e3f728,usr_42e3f728@example.com,2024-11-02,DE,Trial_Basic,Organic,active
usr_5f280104,usr_5f280104@example.com,2024-11-10,IN,Trial_Pro,Direct,cancelled
usr_2881eb1e,usr_2881eb1e@example.com,2024-10-09,US,Trial_Pro,Email,active
usr_3fd76e7d,usr_3fd76e7d@example.com,2024-09-26,ES,Trial_Pro,Referral,active
usr_6ec9d7e3,usr_6ec9d7e3@example.com,2024-03-11,ES,Trial_Basic,Social,cancelled
usr_410848ec,usr_410848ec@example.com,2024-01-30,UK,Trial_Basic,Paid_Search,active
usr_3f1dd99e,usr_3f1dd99e@example.com,2024-10-30,US,Trial_Pro,Social,cancelled
usr_12927f3e,usr_12927f3e@example.com,2024-07-19,FR,Trial_Pro,Social,cancelled
usr_ae98d5ef,usr_ae98d5ef@example.com,2024-10-17,DE,Free,Organic,active
usr_95504cdc,usr_95504cdc@example.com,2024-01-17,FR,Trial_Pro,Referral,active
usr_9a1b3ac6,usr_9a1b3ac6@example.com,2024-06-06,FR,Trial_Pro,Referral,active
usr_2ee3be7f,usr_2ee3be7f@example.com,2024-06-09,UK,Trial_Basic,Direct,active
usr_83c40a5d,usr_83c40a5d@example.com,2024-02-08,UK,Trial_Pro,Organic,active
usr_db36ceec,usr_db36ceec@example.com,2024-08-26,US,Trial_Pro,Direct,active
usr_835dac29,usr_835dac29@example.com,2024-11-23,FR,Trial_Basic,Direct,active
usr_54cf9f1a,usr_54cf9f1a@example.com,2024-09-12,FR,Trial_Pro,Paid_Search,active
usr_2a23d9d2,usr_2a23d9d2@example.com,2024-07-15,FR,Free,Organic,active
usr_3f689ccc,usr_3f689ccc@example.com,2024-09-26,FR,Trial_Basic,Direct,cancelled
usr_59d7c5c6,usr_59d7c5c6@example.com,2024-06-21,UK,Trial_Basic,Referral,active
usr_22d10d39,usr_22d10d39@example.com,2024-10-02,ES,Trial_Basic,Referral,cancelled
usr_db7b7d4e,usr_db7b7d4e@example.com,2024-05-01,DE,Trial_Basic,Paid_Search,active
usr_024911aa,usr_024911aa@example.com,2024-12-14,UK,Trial_Pro,Social,active
usr_17aa235e,usr_17aa235e@example.com,2024-10-27,US,Trial_Pro,Organic,cancelled
usr_a5e17714,usr_a5e17714@example.com,2024-08-15,FR,Free,Organic,active
usr_89d43931,usr_89d43931@example.com,2024-08-04,DE,Trial_Basic,Referral,active
usr_cf72cef3,usr_cf72cef3@example.com,2024-03-06,IN,Trial_Basic,Direct,active
usr_a0d3e5aa,usr_a0d3e5aa@example.com,2024-06-30,UK,Trial_Basic,Email,active
usr_db1f5a0d,usr_db1f5a0d@example.com,2024-12-14,ES,Trial_Basic,Direct,cancelled
usr_35b99d42,usr_35b99d42@example.com,2024-07-29,ES,Trial_Pro,Organic,active
usr_0819b87d,usr_0819b87d@example.com,2024-08-24,ES,Trial_Pro,Email,active
usr_67e1aa89,usr_67e1aa89@example.com,2024-06-01,FR,Trial_Basic,Direct,cancelled
usr_280471ba,usr_280471ba@example.com,2024-10-11,ES,Trial_Pro,Email,active
usr_85c60b6f,usr_85c60b6f@example.com,2024-11-04,ES,Trial_Pro,Organic,cancelled
usr_09aa1783,usr_09aa1783@example.com,2024-09-24,FR,Trial_Pro,Organic,active
usr_85315024,usr_85315024@example.com,2024-08-15,ES,Free,Direct,active
usr_19409985,usr_19409985@example.com,2024-11-30,ES,Trial_Basic,Direct,active
usr_67ce7a85,usr_67ce7a85@example.com,2024-01-24,US,Free,Referral,cancelled
usr_965564c8,usr_965564c8@example.com,2024-06-16,UK,Trial_Basic,Direct,cancelled
usr_ba6bba11,usr_ba6bba11@example.com,2024-06-16,FR,Trial_Pro,Referral,active
usr_0e869830,usr_0e869830@example.com,2024-08-05,IN,Free,Social,cancelled
usr_4cc5eebd,usr_4cc5eebd@example.com,2024-05-25,FR,Trial_Pro,Organic,active
usr_2f30e82f,usr_2f30e82f@example.com,2024-11-04,FR,Trial_Pro,Social,cancelled
usr_6403c7e7,usr_6403c7e7@example.com,2024-04-21,US,Trial_Pro,Social,active
usr_baef4c03,usr_baef4c03@example.com,2024-07-14,US,Trial_Pro,Referral,active
usr_c508cb66,usr_c508cb66@example.com,2024-11-04,US,Trial_Basic,Organic,active
usr_3910e8c9,usr_3910e8c9@example.com,2024-08-18,UK,Trial_Pro,Referral,active
usr_894fe2f3,usr_894fe2f3@example.com,2024-11-15,ES,Trial_Pro,Organic,active
usr_1996f1d2,usr_1996f1d2@example.com,2024-11-15,IN,Trial_Basic,Organic,active
usr_000142d2,usr_000142d2@example.com,2024-02-20,IN,Free,Referral,active
usr_0ceb27d5,usr_0ceb27d5@example.com,2024-11-19,UK,Free,Direct,cancelled
usr_e4bb11b5,usr_e4bb11b5@example.com,2024-01-16,DE,Trial_Basic,Referral,active
usr_09b671fe,usr_09b671fe@example.com,2024-08-31,US,Trial_Basic,Direct,cancelled
usr_e609d352,usr_e609d352@example.com,2024-12-29,ES,Free,Paid_Search,active
usr_a51e070c,usr_a51e070c@example.com,2024-11-25,US,Free,Referral,active
usr_cb59ba74,usr_cb59ba74@example.com,2024-06-11,UK,Trial_Basic,Direct,cancelled
usr_7c1f1bc1,usr_7c1f1bc1@example.com,2024-08-03,DE,Trial_Basic,Social,active
usr_5e41cd66,usr_5e41cd66@example.com,2024-06-25,FR,Trial_Basic,Email,active
usr_bba0a4ba,usr_bba0a4ba@example.com,2024-06-21,US,Trial_Pro,Organic,cancelled
usr_57c38150,usr_57c38150@example.com,2024-11-21,FR,Free,Organic,cancelled
usr_5997ccb3,usr_5997ccb3@example.com,2024-08-16,DE,Trial_Basic,Organic,active
usr_3251dcbe,usr_3251dcbe@example.com,2024-02-02,US,Trial_Basic,Social,cancelled
usr_e8fa9d10,usr_e8fa9d10@example.com,2024-09-11,DE,Free,Email,active
usr_3bed30e6,usr_3bed30e6@example.com,2024-10-28,US,Free,Social,cancelled
usr_fe6502e3,usr_fe6502e3@example.com,2024-08-13,DE,Free,Paid_Search,active
usr_3bb0cce1,usr_3bb0cce1@example.com,2024-12-15,UK,Trial_Pro,Social,active
usr_413a4b81,usr_413a4b81@example.com,2024-01-21,ES,Free,Referral,cancelled
usr_9acf5404,usr_9acf5404@example.com,2024-03-25,FR,Trial_Pro,Email,cancelled
usr_f85757b2,usr_f85757b2@example.com,2024-12-06,UK,Trial_Basic,Direct,active
usr_bb39b465,usr_bb39b465@example.com,2024-09-07,US,Free,Direct,cancelled
usr_2d3ff129,usr_2d3ff129@example.com,2024-02-16,ES,Free,Paid_Search,active
usr_000587e0,usr_000587e0@example.com,2024-08-25,DE,Trial_Pro,Social,cancelled
usr_b928471c,usr_b928471c@example.com,2024-01-05,IN,Trial_Basic,Social,active
usr_9173098c,usr_9173098c@example.com,2024-11-11,DE,Trial_Basic,Direct,cancelled
usr_dd67489c,usr_dd67489c@example.com,2024-02-12,ES,Trial_Pro,Direct,active
usr_18117924,usr_18117924@example.com,2024-09-22,UK,Trial_Basic,Organic,active
usr_c78e1fc8,usr_c78e1fc8@example.com,2024-12-12,DE,Free,Referral,cancelled
usr_2eb54047,usr_2eb54047@example.com,2024-01-13,IN,Free,Social,active
usr_1362bf02,usr_1362bf02@example.com,2024-08-27,UK,Trial_Pro,Paid_Search,active
usr_5c21cce6,usr_5c21cce6@example.com,2024-12-23,IN,Free,Email,cancelled
usr_4458b348,usr_4458b348@example.com,2024-10-04,IN,Trial_Basic,Organic,cancelled
usr_a65b6805,usr_a65b6805@example.com,2024-10-31,FR,Trial_Basic,Organic,cancelled
usr_566b9244,usr_566b9244@example.com,2024-12-25,DE,Trial_Basic,Email,cancelled
usr_af0d4855,usr_af0d4855@example.com,2024-01-18,FR,Trial_Pro,Email,active
usr_977d1448,usr_977d1448@example.com,2024-12-17,FR,Trial_Pro,Organic,cancelled
usr_d5911915,usr_d5911915@example.com,2024-02-07,FR,Trial_Pro,Email,cancelled
usr_e204af8a,usr_e204af8a@example.com,2024-04-14,FR,Trial_Pro,Direct,active
usr_eec23507,usr_eec23507@example.com,2024-01-14,UK,Trial_Basic,Paid_Search,active
usr_921e7aac,usr_921e7aac@example.com,2024-01-28,DE,Trial_Pro,Email,cancelled
usr_45c855a1,usr_45c855a1@example.com,2024-01-18,DE,Trial_Basic,Direct,cancelled
usr_a9f1846a,usr_a9f1846a@example.com,2024-03-10,UK,Trial_Basic,Email,active
usr_ef28270e,usr_ef28270e@example.com,2024-12-10,IN,Trial_Pro,Direct,active
usr_0b606a4a,usr_0b606a4a@example.com,2024-08-02,US,Trial_Basic,Referral,active
usr_a1505804,usr_a1505804@example.com,2024-02-19,FR,Trial_Pro,Direct,cancelled
usr_95a59dad,usr_95a59dad@example.com,2024-07-22,DE,Trial_Pro,Organic,active
usr_bb26b4ad,usr_bb26b4ad@example.com,2024-01-03,DE,Free,Paid_Search,active
usr_3f0de444,usr_3f0de444@example.com,2024-12-01,IN,Trial_Basic,Social,active
usr_283fc07f,usr_283fc07f@example.com,2024-05-12,ES,Trial_Pro,Referral,cancelled
usr_d5b919c0,usr_d5b919c0@example.com,2024-01-12,US,Trial_Pro,Direct,active
