customer_id,email,signup_date,country,pricing_plan,acquisition_channel,status,subscription_id,plan,start_date,end_date,status_sub,price,billing_period
usr_54817038,usr_54817038@example.com,2024-10-06,US,Trial_Pro,Referral,active,sub_6e8d3e,Trial_Pro,2024-10-06,2024-10-20,Trial,0.0,monthly
usr_e28676b4,usr_e28676b4@example.com,2024-04-26,DE,Trial_Basic,Email,active,sub_73425b,Trial_Basic,2024-04-26,2024-05-10,Trial,0.0,monthly
usr_26eec29f,usr_26eec29f@example.com,2024-01-10,DE,Free,Referral,cancelled,,,,,,,
usr_2327f60f,usr_2327f60f@example.com,2024-09-11,FR,Trial_Pro,Direct,cancelled,sub_012c32,Trial_Pro,2024-09-11,2024-09-25,Trial,0.0,monthly
usr_5f1ff3ce,usr_5f1ff3ce@example.com,2024-05-20,IN,Trial_Pro,Referral,active,sub_4ee866,Trial_Pro,2024-05-20,2024-06-03,Trial,0.0,monthly
usr_05ced1b1,usr_05ced1b1@example.com,2024-03-27,FR,Free,Referral,active,,,,,,,
usr_68c85928,usr_68c85928@example.com,2024-03-01,DE,Trial_Pro,Email,active,sub_f32d11,Trial_Pro,2024-03-01,2024-03-15,Trial,0.0,monthly
usr_7fe529ba,usr_7fe529ba@example.com,2024-06-06,US,Free,Direct,cancelled,,,,,,,
usr_321fc495,usr_321fc495@example.com,2024-04-02,FR,Free,Direct,active,,,,,,,
usr_a6ac1684,usr_a6ac1684@example.com,2024-10-06,ES,Free,Email,cancelled,,,,,,,
usr_bea0f081,usr_bea0f081@example.com,2024-11-30,IN,Trial_Basic,Organic,cancelled,sub_2f9b26,Trial_Basic,2024-11-30,2024-12-14,Trial,0.0,monthly
usr_acda12ec,usr_acda12ec@example.com,2024-10-10,DE,Trial_Basic,Paid_Search,cancelled,sub_5a5521,Pro_Monthly,2024-11-25,2024-11-25,Cancelled,0.0,monthly
usr_da8e0c47,usr_da8e0c47@example.com,2024-08-28,IN,Trial_Basic,Paid_Search,active,sub_6bce79,Trial_Basic,2024-08-28,2024-09-11,Trial,0.0,monthly
usr_23185e69,usr_23185e69@example.com,2024-07-26,IN,Free,Organic,cancelled,,,,,,,
usr_16f7b3c9,usr_16f7b3c9@example.com,2024-04-08,DE,Trial_Basic,Social,cancelled,sub_23e346,Trial_Basic,2024-04-08,2024-04-22,Trial,0.0,monthly
usr_e00acf97,usr_e00acf97@example.com,2024-12-28,DE,Trial_Basic,Paid_Search,active,sub_2a3970,Trial_Basic,2024-12-28,2025-01-11,Trial,0.0,monthly
usr_a292e507,usr_a292e507@example.com,2024-06-17,IN,Trial_Pro,Paid_Search,active,sub_4b6653,Trial_Pro,2024-06-17,2024-07-01,Trial,0.0,monthly
usr_0e0c1861,usr_0e0c1861@example.com,2024-02-03,UK,Trial_Basic,Referral,cancelled,sub_aec86a,Basic_Monthly,2024-03-20,2024-03-19,Active,29.0,monthly
usr_4b87b7f1,usr_4b87b7f1@example.com,2024-01-12,FR,Trial_Basic,Referral,active,sub_d68348,Pro_Monthly,2024-02-27,2024-02-27,Cancelled,0.0,monthly
usr_96755da5,usr_96755da5@example.com,2024-05-27,ES,Free,Organic,active,,,,,,,
usr_6cefbcbb,usr_6cefbcbb@example.com,2024-02-12,DE,Trial_Basic,Paid_Search,active,sub_c1ebc4,Trial_Basic,2024-02-12,2024-02-26,Trial,0.0,monthly
usr_c013d6af,usr_c013d6af@example.com,2024-05-26,ES,Trial_Basic,Referral,active,sub_72838f,Pro_Annual,2024-06-10,2024-06-09,Active,990.0,monthly
usr_f5388cd2,usr_f5388cd2@example.com,2024-09-26,IN,Trial_Pro,Email,cancelled,sub_cc4123,Trial_Pro,2024-09-26,2024-10-10,Trial,0.0,monthly
usr_6f64768c,usr_6f64768c@example.com,2024-01-02,IN,Trial_Basic,Referral,active,sub_a6a32e,Trial_Basic,2024-01-02,2024-01-16,Trial,0.0,monthly
usr_91c7587e,usr_91c7587e@example.com,2024-04-02,UK,Trial_Basic,Email,active,sub_c4baea,Trial_Basic,2024-04-02,2024-04-16,Trial,0.0,monthly
usr_8dc2d7b4,usr_8dc2d7b4@example.com,2024-01-01,ES,Trial_Basic,Direct,cancelled,sub_d44a60,Trial_Basic,2024-01-01,2024-01-15,Trial,0.0,monthly
usr_0ddfd11c,usr_0ddfd11c@example.com,2024-11-25,UK,Trial_Pro,Email,active,sub_fc5d49,Basic_Monthly,2024-12-10,2024-12-09,Active,29.0,monthly
usr_7c9a7e13,usr_7c9a7e13@example.com,2024-09-11,ES,Trial_Basic,Social,active,sub_589d23,Trial_Basic,2024-09-11,2024-09-25,Trial,0.0,monthly
usr_298050bd,usr_298050bd@example.com,2024-07-04,FR,Free,Email,cancelled,,,,,,,
usr_e78be6ee,usr_e78be6ee@example.com,2024-05-23,ES,Trial_Pro,Direct,cancelled,sub_3da7d2,Trial_Pro,2024-05-23,2024-06-06,Trial,0.0,monthly
usr_855a82f0,usr_855a82f0@example.com,2024-09-16,IN,Trial_Basic,Referral,cancelled,sub_576714,Trial_Basic,2024-09-16,2024-09-30,Trial,0.0,monthly
usr_ed58ad26,usr_ed58ad26@example.com,2024-11-16,DE,Trial_Basic,Email,active,sub_e4f7cd,Trial_Basic,2024-11-16,2024-11-30,Trial,0.0,monthly
usr_5b676f82,usr_5b676f82@example.com,2024-02-20,UK,Trial_Pro,Paid_Search,cancelled,sub_bc609f,Trial_Pro,2024-02-20,2024-03-05,Trial,0.0,monthly
usr_c862d93f,usr_c862d93f@example.com,2024-11-16,DE,Trial_Pro,Email,cancelled,sub_5bee7b,Basic_Monthly,2025-01-01,2024-12-31,Active,29.0,monthly
usr_0723adb6,usr_0723adb6@example.com,2024-03-23,US,Trial_Basic,Direct,cancelled,sub_2075ec,Trial_Basic,2024-03-23,2024-04-06,Trial,0.0,monthly
usr_df775eeb,usr_df775eeb@example.com,2024-03-05,FR,Trial_Pro,Paid_Search,cancelled,sub_8446e5,Basic_Annual,2024-03-20,2024-03-19,Active,290.0,monthly
usr_8779b1b4,usr_8779b1b4@example.com,2024-06-05,IN,Free,Social,cancelled,,,,,,,
usr_06964ab8,usr_06964ab8@example.com,2024-03-29,DE,Trial_Pro,Referral,cancelled,sub_d94965,Trial_Pro,2024-03-29,2024-04-12,Trial,0.0,monthly
usr_812496ad,usr_812496ad@example.com,2024-05-05,ES,Trial_Pro,Direct,cancelled,sub_068737,Basic_Monthly,2024-06-20,2024-06-19,Active,29.0,monthly
usr_b3fe065a,usr_b3fe065a@example.com,2024-07-18,US,Trial_Pro,Referral,cancelled,sub_67fe42,Trial_Pro,2024-07-18,2024-08-01,Trial,0.0,monthly
usr_f36084e1,usr_f36084e1@example.com,2024-12-23,DE,Trial_Basic,Paid_Search,active,sub_c6e105,Trial_Basic,2024-12-23,2025-01-06,Trial,0.0,monthly
usr_8eadc72b,usr_8eadc72b@example.com,2024-01-23,ES,Trial_Basic,Social,active,sub_39db71,Trial_Basic,2024-01-23,2024-02-06,Trial,0.0,monthly
usr_93fbc3f8,usr_93fbc3f8@example.com,2024-03-30,ES,Trial_Pro,Email,cancelled,sub_ed7604,Trial_Pro,2024-03-30,2024-04-13,Trial,0.0,monthly
usr_cbdc8225,usr_cbdc8225@example.com,2024-10-26,US,Trial_Pro,Social,active,sub_b03c93,Trial_Pro,2024-10-26,2024-11-09,Trial,0.0,monthly
usr_131181d3,usr_131181d3@example.com,2024-11-16,FR,Free,Direct,cancelled,,,,,,,
usr_471fdcb2,usr_471fdcb2@example.com,2024-05-28,ES,Free,Referral,cancelled,,,,,,,
usr_5b453162,usr_5b453162@example.com,2024-07-20,ES,Free,Direct,cancelled,,,,,,,
usr_b4c7b2ee,usr_b4c7b2ee@example.com,2024-02-15,DE,Trial_Pro,Referral,active,sub_c5932f,Trial_Pro,2024-02-15,2024-02-29,Trial,0.0,monthly
usr_ca22562f,usr_ca22562f@example.com,2024-04-19,US,Trial_Basic,Email,cancelled,sub_456711,Trial_Basic,2024-04-19,2024-05-03,Trial,0.0,monthly
usr_93b06663,usr_93b06663@example.com,2024-02-04,FR,Trial_Basic,Referral,cancelled,sub_b6fb6b,Trial_Basic,2024-02-04,2024-02-18,Trial,0.0,monthly
usr_680f5b74,usr_680f5b74@example.com,2024-12-05,ES,Trial_Pro,Organic,active,sub_c8ce6c,Trial_Pro,2024-12-05,2024-12-19,Trial,0.0,monthly
usr_1dd7f474,usr_1dd7f474@example.com,2024-07-04,UK,Trial_Basic,Referral,cancelled,sub_033a52,Trial_Basic,2024-07-04,2024-07-18,Trial,0.0,monthly
usr_ea3f6286,usr_ea3f6286@example.com,2024-06-05,US,Trial_Basic,Organic,cancelled,sub_2eca42,Trial_Basic,2024-06-05,2024-06-19,Trial,0.0,monthly
usr_1ec23281,usr_1ec23281@example.com,2024-10-20,US,Trial_Pro,Paid_Search,cancelled,sub_bb030b,Trial_Pro,2024-10-20,2024-11-03,Trial,0.0,monthly
usr_c4f673ba,usr_c4f673ba@example.com,2024-09-09,DE,Trial_Pro,Organic,cancelled,sub_2869aa,Trial_Pro,2024-09-09,2024-09-23,Trial,0.0,monthly
usr_5a277182,usr_5a277182@example.com,2024-07-03,ES,Free,Direct,cancelled,,,,,,,
usr_c664c761,usr_c664c761@example.com,2024-09-18,IN,Trial_Pro,Social,active,sub_a5ee2f,Trial_Pro,2024-09-18,2024-10-02,Trial,0.0,monthly
usr_2030f8f1,usr_2030f8f1@example.com,2024-06-16,DE,Trial_Basic,Email,cancelled,sub_6e7885,Trial_Basic,2024-06-16,2024-06-30,Trial,0.0,monthly
usr_65e69172,usr_65e69172@example.com,2024-02-09,DE,Trial_Pro,Organic,cancelled,sub_f024dd,Basic_Annual,2024-02-24,2024-02-23,Active,290.0,monthly
usr_c56f448c,usr_c56f448c@example.com,2024-10-05,FR,Trial_Pro,Social,active,sub_8e27fb,Basic_Annual,2024-10-20,2024-10-19,Active,290.0,monthly
usr_4ce708ab,usr_4ce708ab@example.com,2024-02-14,US,Trial_Basic,Paid_Search,cancelled,sub_76c121,Trial_Basic,2024-02-14,2024-02-28,Trial,0.0,monthly
usr_3f76ebb1,usr_3f76ebb1@example.com,2024-06-01,IN,Free,Email,cancelled,,,,,,,
usr_e706b8cd,usr_e706b8cd@example.com,2024-06-10,DE,Trial_Basic,Organic,active,sub_394ea2,Trial_Basic,2024-06-10,2024-06-24,Trial,0.0,monthly
usr_c2fe55ae,usr_c2fe55ae@example.com,2024-06-30,IN,Trial_Basic,Social,cancelled,sub_eeda74,Trial_Basic,2024-06-30,2024-07-14,Trial,0.0,monthly
usr_5cfdec95,usr_5cfdec95@example.com,2024-04-19,ES,Trial_Pro,Organic,active,sub_1529b8,Basic_Monthly,2024-06-04,2024-06-03,Active,29.0,monthly
usr_e052cb63,usr_e052cb63@example.com,2024-04-02,FR,Trial_Basic,Direct,cancelled,sub_831c45,Basic_Monthly,2024-05-18,2024-05-17,Active,29.0,monthly
usr_0f284802,usr_0f284802@example.com,2024-02-10,FR,Trial_Pro,Direct,active,sub_fecafa,Trial_Pro,2024-02-10,2024-02-24,Trial,0.0,monthly
usr_4cc0bee7,usr_4cc0bee7@example.com,2024-10-26,UK,Trial_Basic,Referral,cancelled,sub_573242,Basic_Annual,2024-11-10,2024-11-09,Active,290.0,monthly
usr_be5c5b70,usr_be5c5b70@example.com,2024-03-22,DE,Trial_Basic,Email,active,sub_e3612b,Trial_Basic,2024-03-22,2024-04-05,Trial,0.0,monthly
usr_df656a21,usr_df656a21@example.com,2024-11-03,DE,Trial_Pro,Paid_Search,active,sub_88f2b5,Trial_Pro,2024-11-03,2024-11-17,Trial,0.0,monthly
usr_ca2d8084,usr_ca2d8084@example.com,2024-11-18,US,Free,Direct,cancelled,,,,,,,
usr_841b62cd,usr_841b62cd@example.com,2024-05-11,ES,Free,Paid_Search,active,,,,,,,
usr_a8616a9e,usr_a8616a9e@example.com,2024-12-24,IN,Free,Paid_Search,active,,,,,,,
usr_e80bae1b,usr_e80bae1b@example.com,2024-12-11,FR,Trial_Pro,Paid_Search,cancelled,sub_d13330,Trial_Pro,2024-12-11,2024-12-25,Trial,0.0,monthly
usr_9a7217e2,usr_9a7217e2@example.com,2024-04-10,IN,Trial_Pro,Referral,cancelled,sub_7949f9,Basic_Annual,2024-04-25,2024-04-24,Active,290.0,monthly
usr_cb563041,usr_cb563041@example.com,2024-12-20,DE,Trial_Basic,Direct,active,sub_337d48,Trial_Basic,2024-12-20,2025-01-03,Trial,0.0,monthly
usr_099bf747,usr_099bf747@example.com,2024-02-08,ES,Trial_Basic,Organic,active,sub_6b9a38,Trial_Basic,2024-02-08,2024-02-22,Trial,0.0,monthly
usr_93cf4abe,usr_93cf4abe@example.com,2024-10-09,US,Free,Direct,cancelled,,,,,,,
usr_6f325de2,usr_6f325de2@example.com,2024-12-19,US,Trial_Basic,Paid_Search,active,sub_f798a7,Trial_Basic,2024-12-19,2025-01-02,Trial,0.0,monthly
usr_2de1f28c,usr_2de1f28c@example.com,2024-04-16,US,Free,Paid_Search,active,,,,,,,
usr_00e22e91,usr_00e22e91@example.com,2024-12-07,ES,Free,Referral,cancelled,,,,,,,
usr_73dfc800,usr_73dfc800@example.com,2024-07-27,US,Trial_Pro,Organic,active,sub_6b326e,Basic_Monthly,2024-09-11,2024-09-10,Active,29.0,monthly
usr_e12daaee,usr_e12daaee@example.com,2024-01-07,UK,Trial_Basic,Referral,cancelled,sub_14dc42,Trial_Basic,2024-01-07,2024-01-21,Trial,0.0,monthly
usr_11e22f96,usr_11e22f96@example.com,2024-12-12,ES,Trial_Pro,Paid_Search,cancelled,sub_1132b3,Trial_Pro,2024-12-12,2024-12-26,Trial,0.0,monthly
usr_d060f44b,usr_d060f44b@example.com,2024-08-29,UK,Free,Email,cancelled,,,,,,,
usr_02d06dc3,usr_02d06dc3@example.com,2024-03-15,IN,Free,Organic,active,,,,,,,
usr_cd8a8935,usr_cd8a8935@example.com,2024-01-09,ES,Trial_Basic,Organic,active,sub_f00e1f,Basic_Annual,2024-01-24,2024-01-23,Active,290.0,monthly
usr_ae7d9308,usr_ae7d9308@example.com,2024-10-12,FR,Trial_Basic,Paid_Search,active,sub_766a1f,Trial_Basic,2024-10-12,2024-10-26,Trial,0.0,monthly
usr_5e04f0cc,usr_5e04f0cc@example.com,2024-09-28,ES,Trial_Basic,Email,active,sub_d4076f,Trial_Basic,2024-09-28,2024-10-12,Trial,0.0,monthly
usr_3e2ee267,usr_3e2ee267@example.com,2024-04-17,ES,Trial_Basic,Email,cancelled,sub_fd77c7,Trial_Basic,2024-04-17,2024-05-01,Trial,0.0,monthly
usr_7eea4295,usr_7eea4295@example.com,2024-03-21,UK,Free,Direct,cancelled,,,,,,,
usr_48ba3ea0,usr_48ba3ea0@example.com,2024-04-13,IN,Trial_Pro,Referral,active,sub_0967ba,Basic_Monthly,2024-05-29,2024-05-28,Active,29.0,monthly
usr_6c4de9b4,usr_6c4de9b4@example.com,2024-01-06,ES,Trial_Pro,Paid_Search,active,sub_c2a560,Trial_Pro,2024-01-06,2024-01-20,Trial,0.0,monthly
usr_9a5fc19b,usr_9a5fc19b@example.com,2024-08-27,FR,Trial_Basic,Referral,active,sub_152318,Basic_Monthly,2024-10-12,2024-10-11,Active,29.0,monthly
usr_b4489972,usr_b4489972@example.com,2024-04-29,FR,Free,Direct,cancelled,,,,,,,
usr_c136fbe6,usr_c136fbe6@example.com,2024-01-17,FR,Trial_Basic,Direct,cancelled,sub_967604,Trial_Basic,2024-01-17,2024-01-31,Trial,0.0,monthly
usr_77dfb68a,usr_77dfb68a@example.com,2024-05-16,ES,Trial_Basic,Direct,active,sub_1faa49,Trial_Basic,2024-05-16,2024-05-30,Trial,0.0,monthly
usr_d043f388,usr_d043f388@example.com,2024-11-14,ES,Free,Email,cancelled,,,,,,,
usr_d00241dc,usr_d00241dc@example.com,2024-11-07,US,Trial_Pro,Organic,cancelled,sub_5d0922,Trial_Pro,2024-11-07,2024-11-21,Trial,0.0,monthly
usr_1a71e133,usr_1a71e133@example.com,2024-05-01,DE,Trial_Pro,Organic,active,sub_3b7341,Basic_Annual,2024-05-16,2024-05-15,Active,290.0,monthly
usr_e92f4811,usr_e92f4811@example.com,2024-07-19,IN,Trial_Pro,Email,cancelled,sub_232099,Trial_Pro,2024-07-19,2024-08-02,Trial,0.0,monthly
usr_24cc5124,usr_24cc5124@example.com,2024-10-06,US,Trial_Basic,Paid_Search,active,sub_d983f7,Trial_Basic,2024-10-06,2024-10-20,Trial,0.0,monthly
usr_0f2fcafd,usr_0f2fcafd@example.com,2024-11-06,FR,Trial_Basic,Referral,active,sub_7422c9,Trial_Basic,2024-11-06,2024-11-20,Trial,0.0,monthly
usr_f0cf9d64,usr_f0cf9d64@example.com,2024-03-09,US,Trial_Basic,Paid_Search,active,sub_97ce80,Pro_Monthly,2024-04-24,2024-04-23,Active,99.0,monthly
usr_0b681fc5,usr_0b681fc5@example.com,2024-12-27,US,Trial_Pro,Referral,active,sub_1a1a6d,Trial_Pro,2024-12-27,2025-01-10,Trial,0.0,monthly
usr_135d3dd1,usr_135d3dd1@example.com,2024-04-23,IN,Free,Referral,cancelled,,,,,,,
usr_798de350,usr_798de350@example.com,2024-05-20,IN,Trial_Pro,Direct,active,sub_e7a426,Trial_Pro,2024-05-20,2024-06-03,Trial,0.0,monthly
usr_d9036cb1,usr_d9036cb1@example.com,2024-05-14,IN,Trial_Pro,Organic,cancelled,sub_95813c,Basic_Monthly,2024-06-29,2024-06-29,Cancelled,0.0,monthly
usr_3e993721,usr_3e993721@example.com,2024-12-29,IN,Trial_Basic,Organic,active,sub_21272d,Trial_Basic,2024-12-29,2025-01-12,Trial,0.0,monthly
usr_c0aebe25,usr_c0aebe25@example.com,2024-09-14,DE,Trial_Basic,Referral,cancelled,sub_dd6ff0,Trial_Basic,2024-09-14,2024-09-28,Trial,0.0,monthly
usr_c8842f1f,usr_c8842f1f@example.com,2024-03-15,FR,Trial_Pro,Paid_Search,cancelled,sub_0ae93c,Trial_Pro,2024-03-15,2024-03-29,Trial,0.0,monthly
usr_12787e4f,usr_12787e4f@example.com,2024-04-20,US,Free,Email,cancelled,,,,,,,
usr_45c4d247,usr_45c4d247@example.com,2024-07-09,US,Trial_Basic,Paid_Search,cancelled,sub_bb83a0,Trial_Basic,2024-07-09,2024-07-23,Trial,0.0,monthly
usr_5ef09002,usr_5ef09002@example.com,2024-02-22,DE,Trial_Basic,Organic,cancelled,sub_f4ff4e,Trial_Basic,2024-02-22,2024-03-07,Trial,0.0,monthly
usr_eb46bbee,usr_eb46bbee@example.com,2024-03-08,US,Trial_Basic,Organic,cancelled,sub_7ca504,Trial_Basic,2024-03-08,2024-03-22,Trial,0.0,monthly
usr_5fc633c1,usr_5fc633c1@example.com,2024-02-07,US,Trial_Pro,Organic,cancelled,sub_b69298,Trial_Pro,2024-02-07,2024-02-21,Trial,0.0,monthly
usr_64308327,usr_64308327@example.com,2024-02-04,IN,Trial_Pro,Direct,active,sub_ebba7e,Trial_Pro,2024-02-04,2024-02-18,Trial,0.0,monthly
usr_a2f9c062,usr_a2f9c062@example.com,2024-11-21,FR,Free,Referral,cancelled,,,,,,,
usr_540dad1b,usr_540dad1b@example.com,2024-10-31,UK,Free,Email,active,,,,,,,
usr_890f8127,usr_890f8127@example.com,2024-05-27,UK,Trial_Basic,Email,active,sub_346990,Trial_Basic,2024-05-27,2024-06-10,Trial,0.0,monthly
usr_639f39ed,usr_639f39ed@example.com,2024-10-22,DE,Trial_Pro,Paid_Search,cancelled,sub_cc6c0a,Trial_Pro,2024-10-22,2024-11-05,Trial,0.0,monthly
usr_9c01d40c,usr_9c01d40c@example.com,2024-11-16,ES,Trial_Basic,Paid_Search,active,sub_d13455,Pro_Annual,2024-12-01,2024-11-30,Active,990.0,monthly
usr_0cbe4657,usr_0cbe4657@example.com,2024-09-13,ES,Free,Paid_Search,active,,,,,,,
usr_441bb917,usr_441bb917@example.com,2024-02-27,US,Trial_Pro,Email,cancelled,sub_3c3bde,Trial_Pro,2024-02-27,2024-03-12,Trial,0.0,monthly
usr_8dcd9b86,usr_8dcd9b86@example.com,2024-01-27,UK,Trial_Basic,Social,active,sub_37d094,Trial_Basic,2024-01-27,2024-02-10,Trial,0.0,monthly
usr_ac21e016,usr_ac21e016@example.com,2024-03-27,UK,Trial_Pro,Direct,cancelled,sub_6c7994,Trial_Pro,2024-03-27,2024-04-10,Trial,0.0,monthly
usr_49e50b3f,usr_49e50b3f@example.com,2024-12-13,ES,Trial_Pro,Referral,active,sub_95afc3,Basic_Monthly,2024-12-28,2024-12-27,Active,29.0,monthly
usr_1e9e8928,usr_1e9e8928@example.com,2024-08-29,ES,Trial_Basic,Email,cancelled,sub_622d8b,Trial_Basic,2024-08-29,2024-09-12,Trial,0.0,monthly
usr_c285f1bd,usr_c285f1bd@example.com,2024-10-08,UK,Trial_Pro,Referral,cancelled,sub_2a4d86,Trial_Pro,2024-10-08,2024-10-22,Trial,0.0,monthly
usr_55b6aa44,usr_55b6aa44@example.com,2024-01-08,UK,Trial_Pro,Social,active,sub_aadfeb,Trial_Pro,2024-01-08,2024-01-22,Trial,0.0,monthly
usr_cf98f2ba,usr_cf98f2ba@example.com,2024-07-27,FR,Trial_Basic,Organic,active,sub_80e4bb,Trial_Basic,2024-07-27,2024-08-10,Trial,0.0,monthly
usr_51e04bc2,usr_51e04bc2@example.com,2024-01-04,US,Free,Social,cancelled,,,,,,,
usr_2c04bd45,usr_2c04bd45@example.com,2024-08-20,FR,Trial_Pro,Email,active,sub_6440ca,Trial_Pro,2024-08-20,2024-09-03,Trial,0.0,monthly
usr_cde9fa08,usr_cde9fa08@example.com,2024-09-20,FR,Trial_Pro,Paid_Search,cancelled,sub_7b83e4,Trial_Pro,2024-09-20,2024-10-04,Trial,0.0,monthly
usr_0b72a61e,usr_0b72a61e@example.com,2024-11-24,US,Trial_Basic,Paid_Search,cancelled,sub_e56e23,Pro_Monthly,2024-12-09,2024-12-08,Active,99.0,monthly
usr_944068d2,usr_944068d2@example.com,2024-11-22,DE,Trial_Pro,Email,cancelled,sub_a0bf33,Trial_Pro,2024-11-22,2024-12-06,Trial,0.0,monthly
usr_d3e56cd1,usr_d3e56cd1@example.com,2024-11-10,FR,Trial_Pro,Social,cancelled,sub_e29fec,Trial_Pro,2024-11-10,2024-11-24,Trial,0.0,monthly
usr_366b5fb4,usr_366b5fb4@example.com,2024-09-14,IN,Free,Email,cancelled,,,,,,,
usr_ab8c013f,usr_ab8c013f@example.com,2024-11-18,IN,Trial_Basic,Social,cancelled,sub_1efe00,Basic_Annual,2024-12-03,2024-12-02,Active,290.0,monthly
usr_77f927fe,usr_77f927fe@example.com,2024-10-08,UK,Trial_Basic,Referral,cancelled,sub_79cbb2,Trial_Basic,2024-10-08,2024-10-22,Trial,0.0,monthly
usr_c2b2b4b3,usr_c2b2b4b3@example.com,2024-02-13,US,Trial_Pro,Email,active,sub_c63fdd,Trial_Pro,2024-02-13,2024-02-27,Trial,0.0,monthly
usr_07c762c5,usr_07c762c5@example.com,2024-11-06,IN,Trial_Basic,Organic,active,sub_facf6b,Basic_Monthly,2024-12-22,2024-12-21,Active,29.0,monthly
usr_93db8b30,usr_93db8b30@example.com,2024-04-12,FR,Trial_Pro,Organic,cancelled,sub_680953,Trial_Pro,2024-04-12,2024-04-26,Trial,0.0,monthly
usr_d6197eba,usr_d6197eba@example.com,2024-10-02,IN,Free,Direct,cancelled,,,,,,,
usr_065d21da,usr_065d21da@example.com,2024-07-16,ES,Free,Direct,active,,,,,,,
usr_c99d0619,usr_c99d0619@example.com,2024-02-18,ES,Trial_Basic,Direct,active,sub_e22380,Trial_Basic,2024-02-18,2024-03-03,Trial,0.0,monthly
usr_fbb09c4b,usr_fbb09c4b@example.com,2024-06-17,DE,Free,Email,cancelled,,,,,,,
usr_2ef2a5eb,usr_2ef2a5eb@example.com,2024-11-06,UK,Trial_Basic,Email,cancelled,sub_886f27,Trial_Basic,2024-11-06,2024-11-20,Trial,0.0,monthly
usr_72880cd1,usr_72880cd1@example.com,2024-05-29,ES,Trial_Basic,Social,cancelled,sub_131c36,Basic_Monthly,2024-07-14,2024-07-13,Active,29.0,monthly
usr_dac1c508,usr_dac1c508@example.com,2024-09-09,UK,Free,Social,cancelled,,,,,,,
usr_3764a2b6,usr_3764a2b6@example.com,2024-03-09,DE,Trial_Basic,Direct,active,sub_01c1d0,Trial_Basic,2024-03-09,2024-03-23,Trial,0.0,monthly
usr_d521791c,usr_d521791c@example.com,2024-08-21,US,Trial_Pro,Paid_Search,active,sub_fda0ec,Basic_Monthly,2024-10-06,2024-10-05,Active,29.0,monthly
usr_89c70caa,usr_89c70caa@example.com,2024-05-08,UK,Trial_Basic,Social,cancelled,sub_823592,Basic_Monthly,2024-06-23,2024-06-23,Cancelled,0.0,monthly
usr_e5d2cf0c,usr_e5d2cf0c@example.com,2024-07-01,UK,Free,Email,cancelled,,,,,,,
usr_3d8283c5,usr_3d8283c5@example.com,2024-09-09,FR,Trial_Basic,Social,active,sub_e537a7,Trial_Basic,2024-09-09,2024-09-23,Trial,0.0,monthly
usr_a6713348,usr_a6713348@example.com,2024-03-30,ES,Trial_Pro,Referral,cancelled,sub_7d3de7,Trial_Pro,2024-03-30,2024-04-13,Trial,0.0,monthly
usr_e94ed0ea,usr_e94ed0ea@example.com,2024-06-18,ES,Trial_Pro,Organic,cancelled,sub_4c918a,Trial_Pro,2024-06-18,2024-07-02,Trial,0.0,monthly
